index,0
39196,平凡 中 伟大 形容 感觉 还 缺点 事 视频 文案 很 好 UP 主 捕捉 很多 二舅 点点滴滴 很 喜欢 
39197,谢谢 二舅 不要 回头 看 
39198,111 
39199,111 
39200,爷爷 二舅 天才 
39201,不 说 想 二舅 喝 一场 酒 捂眼 
39202,二舅   一键 三连 
39203,文笔 不好 不 知道 说   宣布 今年 看过 最好 视频 大哭 
39204,平凡 伟大 
39205,旺盛 生命力 
39206,看 完后 泪如雨下 
39207,知道 喜欢 却 没有 方向   没什么 执行力 怕 这怕 依赖性 强 情绪 不 正常 好多天 家里 环境 不怎么样 迷茫 想 考研 选不出 很 喜欢 专业 太多太多 没 准备 好 迷茫 很 整天 情绪 忽高忽低 事 都 做 不 下去 想到 开学 很 焦虑 呆 
39208,身体 上 疾病 没有 通用 药方 也许 心灵 上 
39209,二舅 中国 千万个 村里 人 支持 
39210,恭喜 成为 百万 up 主 
39211,发 这种 视频 干什么   币 少 两个 跪 跪 跪 
39212,真的 很 震撼 全程无 快进 看 完 感触良多 
39213,好久没 看到 高质量 视频 
39214,这种 风格 非常 喜欢 简称 视频 号 绝唱 非常 优秀 作品 
39215,加油 打气 奋斗 
39216,恺 宝 official   大哭 
39217,中午 看 up 粉丝 还 没 惊呆 
39218,其实 每个 不起眼 人 背后 都 一段 不为人知 史诗 
39219,二舅 respect 
39220,普京 三部曲 还 更新 
39221,真的 很 震撼 
39222,写 很 好 
39223,想 很 久 才 发觉 不 应该 去 思考 究竟 不幸 可悲 想要 评判 过往 时 便是 二舅 自由 远比 自由 自由 远 二舅 自由 应该 安静 些 倾听 人 非 插足 人生 过客 
39224,讲述 感人 
39225,看 哭 
39226,平凡 故事 最 打动 人 今天 电影 缺少 这种 故事 人生 挻 过来 美好 挻 不 过来 杯具 希望 每个 人 都 挻 过来 
39227,世界 上 快乐 人 不会 回头 看 人 
39228,平凡 事 千千万 … … 生活 不能 看 通透 不 智慧 反 愚蠢 也许 这才 大智若愚 解法 过于 明 是非 反倒 会 成为 不能 人 理解 存在 
 年轻 时 冲撞 年老 时 收拢 悲 之悲 乐 乐 不以 悲喜 期期艾艾 评头论足 
 没 几人能 做到 现代 人 觉得 一眼看穿 时代 无视 生活 变化 觉得 一辈子 每个 人 都 大 智者 每个 人 都 说出 道理 却 反而 自哀 自抑 躺平 不 前 人生 精彩 言语 乏力 无人 可道 以为 道者 不知 其道 人 道 
39229,传   奇 
39230,doge 
39231,视频 二舅 明明 无奈 确 依然 带 快乐 基调 照顾 好 想 照顾 人 微笑 死去 
39232,属于 平凡人 伟大 真 好 
39233,开头 一下 以为 王家卫 
39234,看 哭 三连 送给 二舅 
39235,经典 重现 投币 比赞 OK 
39236,人人 都 二舅 
39237,反复 看 好几遍 热词 系列 _ 镇站 之宝 
39238,个人感觉 2 舅 兄弟姐妹 都 出去 打工 没有 同龄人 需要 精神 上 同步   
 那户 做到 up 主说 那户 会 2 舅 做 热腾腾 饭菜 2 舅 经常性 串门 肯定 知道 对方 没 离婚 不会 离婚 对方 2 人 知道 2 舅 情况 感觉 知心朋友 
 故事 很 戏剧化 夫妻 煤气中毒 2 舅 回归 那种 平淡 生活 
 没 发现 up 直接 跳过 30 年 30 年内 2 舅 陪 姥姥 真的 没有 同龄人 陪伴 
 1 可惜 2 舅 才华横溢 他本 成为 教授 做 研究 教育 学生 做个 好 官为 人民 服务 
 2 2 舅 情况 肯定 会 有人 疑惑 忽然 性情大变 其实 遇上 这种 事情 没有 自暴自弃 已经 很 好 2 舅 聪明 不是 全知全能 走 不出 心理 负担 有人 开导 好 
 2 舅 牛皮 脸红 
39239,写 好哇 谢谢 
39240,这种 人 只不过 生不逢时 大哭 
39241,支持 
39242,三周年 _ 这次 一定 
39243,说 命运 呐 ~ 人生 不是 胡 一把 好牌 好 一把 烂牌 
39244,二舅 心 似 笑骂 时 干净 清宁 
39245,敬 二舅 
39246,好好 上班 天天 摸鱼 
39247,二舅 榜样 
39248,听 故事 感觉 回到 高中 写 阅读 真的 很 深层 意义 
39249,鲜血 流 祖国 寸土 不能 丢 二舅 笔记 上 豪言壮语 真的 敬佩 二舅 刚毅 热血 内心 没有 生活 熄灭 相信 二舅 人生 真的 转折 一定 会 国家 事业 奋斗 英雄 命运 无可 逆转 二舅 人生 精彩 真的 带来 巨大 力量 感谢 
39250,谢谢 衣戈 感到 治愈 爱心 爱心 爱心 
39251,我三舅 农村 恢复 高考 第二年 考上 大学 年轻 讲 义气 朋友 坐牢 没有 去 上成 大学 三舅 字 写 超级 好 附近 村里 乡里 红白事 过年 对联 都 请 三舅 写 小时候 去 三舅 家里 家 两个 儿子 都 家长 口中 别人 孩子 后来 高中 不怎么样 最无语 事 小儿子 结婚 喝酒 脑溢血 办 喜事 办 丧事 笑 哭 
39252,东西 都 微妙 平衡点 故事 完美 东西 才能 全 方面 去 体会 感受 视频 可能 境界 不够 高 没 感受 东西 车轱辘话 来回 说 才能 看到 真的 人 眼前一亮 
39253,视频 相当 牛 逼 
39254,文学 感 一下 上来 
39255,这是 纪录片 
39256,好 引人 思考 作品 值得 三连 
39257,艹 二 舅舅 一模一样 生病 打针 腿 瘸 二 舅舅 腿 瘸 以后 坚持 读书 考起 重庆大学 后来 总工程师 真是 唏嘘 
39258,不错 
39259,神中神 
39260,快乐 人 是从 不 回头 人 遗憾 没有 人 往往 都 快 死 才 发现 人生 最大 遗憾 遗憾 过去 遗憾 遗憾 生活 里 人 沉沦 毒药 
39261,仅 以点 赞 投币 献给 二舅 
39262,你治 好了吗 呲 牙 
 感动 
39263,致敬 平凡 伟大 人 
39264,最 重要 身边 人 
39265,不 知道 说 触动 很大 向前走 回头 
39266,金木 闪曜 
39267,人 不断 遗憾 过去   后面 发现 都 遗憾   好好 享受 现在 生活 
39268,这期 文案 一部 人生 百态 电影 眼泪 眼眶里 打转 Up 真的 太强 
39269,爷爷 类似 经历   师范毕业   老家 村官   不 懂 变通   性格 很 犟   最后 数学老师 教 初中   退休 清贫 日子   一天 洗澡 脚滑 烫伤 加上 并发症 去世       去世 当地 学校 带领 学生 还 去 看望 
39270,心态 太牛 逼 好 感动 
39271,凡人 转 
39272,莫名 想 哭 觉得 挺 浪费 生命 生活 富足 却 仍心 不满 总 想得到 更 更 这是 种病 不能 治 不能 好 不 清楚 
39273,太棒了 
39274,无敌 
39275,谢谢 带 思考 
39276,二舅 我滴 神 
39277,建屋 还 没 美国 笑 哭 笑 哭 笑 哭 
39278,文案 看出 UP 文学 功底 确实 很 厉害 
39279,文案 看出 UP 文学 功底 确实 很 厉害 
39280,真牛 掰 干杯 
39281,牛 逼 
39282,二舅 励志 支持 
39283,内个 asd   大哭 大哭 大哭 内宝 
39284,只能 投 两个 币 感觉 天天 都 精神 内耗 恨不得 投完 所有 币 大哭 
39285,久违 一健三连 
39286,看得 眼泪 下来 
39287,中国 人 一生 
39288,大多数 看客 最多 看客 写写 不冷不热 感受 谈谈 体悟 
 真正 经历 人 都 会 懂 所有 平淡 平凡 平庸 之下 埋葬 不甘 不公 不愿 无奈 最终 因势 遁形 
 人事 艰难 谈怀 不甘 
39289,直面 生活 从来 不是 一种 平凡 
39290,西华 师范 很棒 加油 
39291,工匠 不是 木匠 
39292,忽然 想 起来 百鸟朝凤 平凡 伟大 
39293,小 小 d M 
39294,普通 文字 说出 人生 不凡 十几分钟 视频 一本 厚重 怪诞 自传 看 完 却 万千 滋味 
39295,属地 
39296,故事 听 心里 平静 
39297,痛苦 
39298,投币 点赞 分享 致敬 二舅 respect 抱拳 
39299,二舅 笔记本 上   底下 写 路线   倒 很 好奇 
39300,生命 散文诗 
39301,好久没 看到 内涵 深度 视频 tv _ 点赞 
39302,大舅 二舅 都 舅 
39303,致敬 
39304,姥姥 走 二十 布 就要 歇 十秒 二舅 走 二十步 会 落后 姥姥 三 米 赶上 这三米 刚好 需要 十秒 默契 走位 配合 上 一次 看到 乔丹 皮蓬 身上 乔丹 喜欢 皮蓬 送 超跑 二舅 喜欢 姥姥 拽 面条 
39305,真牛 3.8 万人 看 
39306,  生命     晦涩 如歌 
39307,插座 脸 
39308,生活 令人 绝望 
 人们 兴高采烈 地活 人生 海海 麦家 
39309,投币 比点 赞多 值得 
39310,以前 看 活着 很 伤心 作者 说 富贵 幸福 依然 苦痛 命运 悲哀 后来 谭 sir 遇到 现实 版 富贵 依然 噙 满 泪水 悲伤 少 一点 更 敬畏 现在 认识 二舅 才 明白 富贵 幸福 二舅 勇往直前 人生 
39311,
   普通人 生活 
   普通 不快 进 一万倍 都 没法 看 
 这句 话 真的 很大 感触 可能 以后 生活 仔细 想想 其实 不 孬 
39312,努力 人 不甘 命运 
39313,瑞思拜 
39314,百万 粉丝 恭喜 
39315,干 完 
39316,或许 天生我才 必有用 
39317,一段 不久 看 讨厌 勇气 相符合 讲 只 负责 看到 实实在在 做到 这种 境界 人 快 结束 看着 二舅 回忆 过去 哭 想到 遭遇 想到 家人 哭 哭 笑 还 爱 家人 爱 未来 提升 时间 时间 
39318,不是 看 视频 看 莫言 余华 笔下 人物 中国 乡土 中 特有 生命力 带 泥土 味道 包容 万物 厚重 踏实 
39319,大舅 二舅 都 舅 
39320,考研 背书 背 抑郁 看到 视频 好 一会 焦虑 跪 
39321,敬 二舅 
39322,3.8 w 一起 看 call 
39323,天下 好 舅子 点赞 争取 一下 呲 牙 
39324,好 嫌弃 
39325,视频 涨粉 近 10 万 牛 逼 
39326,人生 最大 遗憾 遗憾 过去 遗憾 看 两遍 感触 
39327,真正 英雄主义 看清 生活 本质 之后 依然 热爱生活 
39328,农村 里 其实 好多 人 长辈 都 故事 看来 稀松 平常 别人 说起 一部 传奇 
39329,很 喜欢 视频 不 喜欢 标题 
 每个 精神 内耗 人 遇到 情况 不同 本来 想 转发 视频 标题 犹豫 
 有个 烂 词 未经 苦 莫劝 善 大多数 人 不 懂 道理 人们 只会 说 看 视频 里 都 好 不行 不是 经历 不同 
 精神 内耗 真正 精神 内耗 精神 内耗 只靠 村子 三天 旁观 二舅 就治好 精神 内耗 理解 问题 
 标题 非常 误导 人 
 很 喜欢 视频 很 反感 标题 
39330,视频 感动 
39331,去 刷 三个 视频 百万 粉丝 call 
39332,谢谢 感触 很深 谢谢 
39333,二舅 人生 充实 … …       
 很 故事 … … 
 很 厉害 
39334,甘愿 平凡 不愿 平庸 努力 过好 平凡 一生 何尝 不是 平庸 最好 回击 未来 _ 未来 
39335,刚看 视频 up99 万 粉丝 看 完 回味 一下 up 已然 百大 感谢 恭喜 up 
39336,真实 
39337,坚信 人生 改变 身居 
39338,做 视频 不易 做 二舅 人 更 不易 默默 点个 赞 
39339,太牛 
39340,一会儿 功夫 粉丝 破 百万 call 
39341,吃瓜 
39342,公平 喜极而泣 喜极而泣 喜极而泣 喜极而泣 
39343,了不起 二舅 
39344,笑 死 牌子 都 见识 见识 吃瓜 
39345,我家 所有 家具 窗户 爸 几个 叔伯 大爷 手工 做 花 画 雕 花 不是 上海牌 北京 房子 亲手 盖 OK 
39346,B 站 需要 这种 视频 不是 不要 笑 挑战 
39347,热泪盈眶 
39348,三刷 热词 系列 _ 你币 
39349,song 清野 
39350,平凡 可敬 二舅 
39351,神仙下凡 历劫 自强不息 排除万难 功德圆满 保佑 
39352,生老病死   感谢 上天 
39353,搓 背 还 挺 真实 当年 厂长 不会 职工 多半 间 屋住 
39354,从没 想过 二舅 世纪 启发 最大 陌生人 
39355,看 完 很 感动 回头 看看 二舅 想要 孝顺 宁宁 
39356,胜利 
39357,爷爷 都 会 做 爷爷 看 爷爷 沉默 
39358,二舅 真棒 
39359,工作 使 免除 三大 害处 烦闷 纵欲 饥寒   伏尔泰   老实人 
39360,沉浸 完全 没有 快进 ? ? 视频 
39361,优秀 
39362,视频 没要币 币 比赞 都 
39363,看 完有 震撼 日子 一长 便 没有 
39364,村里 守护神 
39365,观感 想 项梁 轩志 
 upNB 热词 系列 _ 吹 爆 热词 系列 _ 你币 
39366,小菲小菲 不会 飞 
39367,二舅 可能 人生 命运 开了个 玩笑 整个 村子 带来 希望 做出 贡献 不亚于 成为 一名 工程师 干部 天才 致敬 埋没 不是 个人 失败 整个 国家 损失 
39368,法外 狂徒 李某 
39369,写 真 好 鼓掌 鼓掌 
39370,投币 多于 点赞 绝对 引起 很多 人 共鸣 
39371,三 连敬 二舅 
39372,水平 很 高 
39373,缩影 
39374,生于 平凡 终将 归于 平凡 
39375,确定 明年 会 再 看一遍 
39376,值得 反复 揣摩 作品 
39377,不是 伏尔泰 老实人 
39378,致敬 人生 强者 
39379,平凡 故事 最 动人 
39380,希望 副 烂 牌 越来越 好 
39381,无敌 行动 力 学习 能力 佩服 
39382,三连 送给 二舅 
39383,下定决心 不怕牺牲 排除万难 去 争取 胜利 
39384,不 需要 负责 人 最 快乐 觉得 我能 负责 最 快乐 微笑 
39385,全文 背诵 致敬 二舅 村里人 都 爱 歪子 二舅 
39386,aai 
39387,起飞 
39388,限制 作品 高度 从来不 载体 短 视频 传达 深邃 思想 
39389,值得 多刷 几遍 作品 
39390,平淡 叙述 结合 视频 很 味道 
39391,猫 鼬 爱 吃 柚 
39392,好 厉害 
39393,通俗易懂 版 王家卫 
39394,活着 勇气 点赞 
39395,哭 笑笑 哭 
39396,优雅 实在 优雅 
39397,很多 人 说 怪 赤脚医生 确实 赤脚医生 粗糙 治疗 方法 确实 很多 人 带来 终其一生 不能 抹 去 苦痛 遗憾 
 知道 当时 中国 乡村 小城镇 医疗 资源 说 没有 赤脚医生 行业 很多 血泪 都 不足以 成为 血泪 
 很 庆幸 没有 亲身经历 年代 更 庆幸 我能 知道 事情 
 此刻 应该 做 后辈 不至于 陷入 没 钱 看不起 病 有钱 治不好 病 绝境 
39398,2049 年 视频 中小学生 语文课 采用 当年 中考 还 出 道题 本文 中 二舅 人 
39399,2049 年 视频 中小学生 语文课 采用 当年 中考 还 出 道题 本文 中 二舅 人 
39400,神 
39401,今天 状态 很差 晚上 下班 到家 打开 b 站 看到 推送 仔细 看 完 觉得 像是 天意 
39402,台湾 
39403,看 完 哭 停不下来 难过 觉得 幸福 
 不 平凡 高贵 
 谢谢 up 谢谢 up 二舅 内耗 哭 掉 
 祝 二舅 姥姥 身体健康 
39404,轻快 不失 严肃 节奏感 听 不厌 文案 深刻 人生 道理 视频 真的 看过 最好 作品 值得 多次 回味 
39405,都 导演 小策 衣戈 猜想 粉丝 看到 视频 不由自主 想起 导演 小策 视频 呜呜 呜呜 
 都 刻画 小人物 联动 好 
 call 
39406,丶 北岭 有燕 
39407,视觉 小说 确信 
39408,人 敬佩 心疼 
39409,支持 
39410,本来 以为 记录 农村 生活 趣味 视频 点 进来 期待 短暂 地治好 精神 内耗 没想到 意味深长 
39411,文案 真 好 
39412,up 当代 鲁迅 
39413,试试 
39414,哭 不行 二舅 致敬 点赞 点赞 点赞 
39415,诠释 平凡 伟大 
39416,明明 在读 稿子 情绪 会 不能自己 地被 带动 
39417,哈哈哈 嘻嘻 嘻嘻 豁 
39418,up 这是 原创 视频 以后 多发 点 这种 感动 坏 
39419,正经 拍个 电影 没 问题 
39420,二舅 住 我要 去 二舅 小杯 二舅 干杯 人生 干杯 从不 回头 看 干杯 干杯 干杯 
39421,已经 算得 上 传奇 
39422,三连比 评论 都 价值 
39423,二舅 木工 大器 作 太爷 大器 作 桌椅板凳 门槛 衣柜 战争 年代 手艺 河南 山西 还进 兵工厂 造枪 小 头头 护 一家老小 周全 大器 作在 眼里 责任 伟大 
39424,王家卫 风格 
39425,感动 坚韧 伟大 一键 热词 系列 _ 三连 
39426,微笑 看 完 两个 币敬 二舅 奶茶 干杯 
39427,人生 海海 
39428,日子 总是 下去 
39429,好 味道 
39430,不三连 对不起 二舅 
39431,身残志坚 人格 强大 致敬 
39432,咣 咣 咣 百万 粉 通知 奶茶 干杯 
 好像 刚点 开 视频 九十九 点 
 二舅 魅力 征服 谢谢 二舅 
39433,先是 看 哭 想到 昨天 看 二老板 烦恼 不 找 二舅 学吧 达宝 张尔达 
39434,太棒了 … … 
39435,一生 充实 意义 很 干劲 愿意 行动 这种 行动 力 真的 自愧不如 他活 好 透彻 
39436,好 棒 视频 文案 忍不住 看 好几遍 回味 
39437,电影 好看 
39438,看 完 片子 想起 外婆 外婆 小时候 家里 觉得 女孩子 读书 没用 没 上学 后来 外婆 跑 饭店 当学徒 省会 城市 厨师长 看中 外婆 做事 利索 学 东西 快 想 带 去 大城市 发展 外婆 不 识字 看 不了 菜谱 错过 机会 再 后来 女人 注定 早早 结婚 生子 命 嫁给 只会 打牌 外公 生 妈 舅 再 人 努力 攒钱 去 镇上 开 饭馆 厨师 再 拖家带口 奔到 县城 还 到处 托人 找 关系 外公 调 过来 求人 舅 妈 安排 工作 最后 开 早餐 店 挣 一笔 钱 跑 市里 买 房子 真的 太强 
39439,吝啬 第一次 一键 三连 敬 二舅 
39440,支持 
39441,没有 刻意 煽情 朴实 中 带点 诙谐 话语 人 看 很 舒服 视频 会 不敢 看 第二个 最后 攀比 悔恨 人生 毒药 
39442,很 林徽因 吉公 
39443,喜欢 那句 小孩 小 不是 瞎 
39444,确实 大家 散文 没有 那种 故作 悲悯 高姿态 一种 平淡 幽默 欣赏 尊重 口吻 讲述 故事 
 二舅 身上 光辉 一种 豁达 坚韧 浪漫 有点 苏轼 味道 唯一 不同 苏轼 诗 文字 记录 感受 
 感谢 up 主 文字 记录 故事 
39445,看 完 感觉 整个 人 都 平静 
39446,语文 不好   不 随便 评价 很 好 视频 已三连 支持 
 不少 新 理解 
39447,感觉 很多 老一辈 人 身上 看到 生命力 生活 热忱 总能 好 一天 早上 早早 散散步 干 干活 修修 东西 唠唠 家常 打打牌 一天 好像 都 差不多 不会 混混沌沌 
39448,三 连敬 二舅 
39449,课文 里 信客 感觉 尤其 朗 读者 读 挺 好 
39450,
39451,牛 逼 昆汀 看 要说 牛 逼 
39452,一年 没 投过币 这次 必须 投 抱拳 支持 
39453,优势 村子 里 都 知道 沉沦 不会 风言风语 有时候 跌倒 很 坚强 别人 都 觉得 不 坚强 
39454,可敬 人 
39455,写成 文章 起码 满分 作文 
39456,拍个 电影 绝逼 获奖 
39457,觉得 好 贴近 现实 
39458,人 其实 不少 聪明 只 发挥 些 不起眼 局限 领域 
39459,星瞳 _ 敬礼 
39460,满分 作文 
39461,test 
39462,做功 偏二甲肼 
39463,强 ?? 
39464,6 
39465,真的 二舅 人 真的 太牛 只能 说 金子 都 发光 呲 牙 call 支持 
39466,恭喜 唐 老师 100 万 粉丝 达成 
39467,方面 来看 文明 寡 淡如水 没有 西式 个人 英雄主义 轰轰烈烈 普普通通 千千万万 老百姓 抗争 普通 随手 可及 普通 吃饭 饮水 普通 支撑 走 五千年 文明 为荣 千万 二舅 为荣 
39468,高考 阅读 理解 
39469,看看 属地 
39470,浊 泥潭 般的 互联网 开出 纯洁 花 我愿称 up 互联网 诗人 点赞 点赞 点赞 
39471,不去 找 一条 路   没有 规划   一味 追寻 别人 人生   有没有 想过   会 付出   位置 会 不会 更脏 更 坏 情况 更糟   脚踏实地 太难   每天 视频 文字 充斥   看不清 书   做不了 事   活在 思想 世界 里   不是 做事 才能 成事 世界 里   人生 其实 时间 很长   差不多 百年   干什么 都 来得及   一点一点 完成   急忙 慌 就算 死   生于 大自然   留给 大自然   不好   纠结 买房 生 孩子 升职 圈住 犯 倔 最惨 
39472,二舅 从小 宁宁 没有 教育 今天 宁宁 却 成为 村里 最 孝顺 孩子 小孩 将来 孝顺 最好 方法 默默 孝顺 父母 小孩 小 不是 瞎 
39473,收藏 默认 收藏夹 很 想 单独 开 收藏夹 不 知道 命名 不 知道 没有 机会 刷到 好 作品 抱拳 
39474,感谢 二舅 谢谢 希望 二舅 做些 二舅 才 时代 主人 
39475,播赞 比例 神话 中 神话 
39476,拿来 锄头 玩坏 二胡 二舅 锄头 刨 深 不能 再 演奏 砸 出 声响 会 弟弟 久久 不能忘怀 
39477,很少 看到 好 作品 
39478,谢谢 up 主 
39479,深 有所 获 
39480,万语千言 一句 话 牛批 
39481,刚看 99       现在 百大 厉害 惊讶 
39482,赞比币 支持 支持 支持 
39483,多长时间 没 看过 文学性 视频 
39484,写 好 支持 
39485,平凡 伟大 脆弱 坚韧 奇人 普通人 
39486,同志 UP 点赞 投币 用心 做 视频 人 获得 更 动力 大笑 
39487,UP 主让 困顿 感受 二舅 力量 平实 伟大 太牛 脚本 音乐 画面 做 干净利落 
39488,不出 教科书 散文集 上 可惜 
39489,二舅 很 平凡 
 二舅 很 不 平凡 
 想 成为 二舅 人 
 家里人 从小 告诉 不能 成为 二舅 
 死 
 死 没有 成为 二舅 夏天 
 
 已经 成为 二舅 
 平行 世界 二舅 
 终归 不是 二舅 
 二舅 不是 
39490,认真 过活 人 都 平凡 伟大 
39491,看 三遍 爱不释手 
39492,我天 呐 这是 英雄 tv _ 目瞪口呆 tv _ 点赞 tv _ 鼓掌 
39493,天才 一生 无论怎样 都 会 传奇 笑 哭 
39494,面对 苦难 表现 出 淡然 放下 遗憾 向前 看 超越 眼光 看待 人生 或许 生命 意义 
39495,去 投稿 我要 下版 人教 语文 书上 看见 名字 tv _ doge 
39496,这点 赞量 
39497,深刻 落泪 
39498,大学生 去年 毛病 导致 双目失明 不得不 休学在家 对接 一下 人生 充满 迷惘 看 视频 之后 黑暗 夜空 至少 出现 一颗 亮星 未来 会 至少 知道 前路 已经 有人 走过 
39499,大学生 去年 毛病 导致 双目失明 不得不 休学在家 对接 一下 人生 充满 迷惘 看 视频 之后 黑暗 夜空 至少 出现 一颗 亮星 未来 会 至少 知道 前路 已经 有人 走过 
39500,恭喜 百万 无悔 华夏 _ 好 耶 
39501,妈 看 哭 
39502,多来点 
39503,当代 大 作家 
39504,事 羡慕 感动不已 脚踏 黄土 嗅见 春泥 芬芳 仰望 蓝天 眼里 满是 希望 
39505,很 敬佩   希望 二舅 健康长寿   当然   快乐 奋斗 
39506,有点 东西 东西 很多 很 通透 很多 东西 
39507,高中 时 写作文 主题 大概 写 生活 人生 日常 思考 题目 生活 语文 老师 说 生活 词太大 描述 不来 现在 阅历 不足以 写 生活 
39508,两个 币 
 这种 认真 做 内容 人 现在 不 常见 支持 支持 支持 
39509,牛 逼 
39510,3.6 万人 观看 
39511,短短 几分钟 粉丝 百万 这涨 粉 速度 
39512,真的 很 厉害 视频 
39513,恭喜 up 主 百万 粉 鼓掌 
39514,人生 一场 伟大 冲锋 
39515,有点 皮囊 感觉 
39516,泪目 
39517,关注 还 不到 10 万 现在 
39518,这涨 粉 速度 不得 女装 庆祝 一下 吃瓜 
39519,燃起 热词 系列 _ 三连 
39520,生死 疲劳 
39521,离谱 
39522,棠 安 喵 喵   不看 必须 看 
39523,大舅 
39524,很 高级 电影 感 ~ ~ ~ 文案 非常 好 ~ ~ 
39525,平淡 有力     请 收下 硬币 OK 
39526,今天 三 推荐 保佑 
39527,预言 入站 必刷 
39528,这才 中国 人 故事 感人 感谢 up 故事 叙述 好 
39529,Henryhanwei 
39530,call 
39531,想 起来 之前 谭 警官 视频 里 出现 老人 亲人 相继 去世 只 留下 智力 问题 弟弟 很 乐观 努力 活着 谭 警官 问 说 三个 字 向前 看 三个 字 激励 好久 
 想 可能 从不 回头 看 一类 人 
39532,平凡 伟大 
39533,不 知道 说 难以 语言表达 视频 拍 很 好 字句 写 很 好 整体 呈现 非常 震撼 心心 
39534,佩服 
39535,up 视频 拍 真的 好 可惜 思想 浅薄 特别 深奥 东西 体会 不 出来 感受 一种 普通人 力量 令人 震撼 力量 真 好 
39536,平凡 人 平凡 事 讲述 平凡 一生 
39537,三连 作品 
39538,说 身 泥泞 觉得 小看 都 身处 天堂 
39539,好 文笔 好 文本 
39540,神仙 般的 二舅 
39541,看 99.7 看 完 100.4   热词 系列 _ 好家伙 
39542,拥抱 
39543,好 编剧 剧本 写 很 好 看 热泪盈眶 社会 好 剧本 难得 大哭 大哭 大哭 
39544,祝贺 百万 粉 call call call 
39545,不是 余华 胜似 余华 
39546,二舅 脊梁 弯 却 永远 直 
39547,妈 你好 会 写 大哭 
39548,厉害 call call 
39549,看到 最后 不自禁 嘲笑 一下 却 发现自己 眼中 差点 流下 眼泪 
39550,一位 少年 
 深山 少年 
 满腔 抱负 
 少年 得意 
 天妒 英才 
 本该 灿烂 一生 少年 
 却 病痛 缚住 手脚 
 
 少年 是从 不 回头 看 人 
 遗憾 没有 
 排除万难 去 争取 胜利 才 少年 
39551,想 很多 反思 很 久 
 认识 浅薄 
 思考 未来 谢谢 故事 带给 很大 震撼 
39552,热词 系列 _ 神仙 UP 一分钟 涨 5000 粉 
39553,人 不 风流 枉 二舅 笑 哭 
39554,这种 视频 不火 天理难容 
39555,二舅 没 碰上 不良 医生 现在 真 感觉 设计 火箭 去   简直 天才 
39556,二舅 总有 办法 这句 话 出来 心 都 开阔 
39557,梦想 中 视频 类型 真正 普通 人 一生 始终认为 每个 人 都 主角 每个 人 都 不同 故事 构造 人生 善恶 刻薄 尖锐 善良 单纯 人 真是 传奇 生命 真是 神奇 
39558,这才 喜欢 B 站 视频 
39559,文案 太棒了 ?? 
39560,好家伙 小时候 涨粉 一万 
39561,视觉 小说 
39562,真的 哭 好 厉害 真的 太棒了 大哭 大哭 大哭 
39563,二舅 是因为 医生 和解 没有 第二种 办法 才 只能 遇见 笑骂 一声 看 完 只能 无奈 心里 喟叹 一声 
39564,视频 拍 真 好 
39565,平凡 说辞 说出 不 平凡 人生 宝藏 up 不多 不好 找 果断 关注 期待 下 一次 生活 琐事 
39566,泪 
39567,不是 医生 二舅 人生 可能 会 很 辉煌 
39568,看 哭 
39569,我愿 称之为 当代文学 
39570,保卫 萝卜 _ 哭哭 保卫 萝卜 _ 哭哭 
39571,Cricket zZ 
39572,故事 视频 来看 痛苦 文字 来看 痛苦 来看 痛苦 也许 来看 痛苦 不 说 痛苦 
39573,莓常输 hei   大哭 大哭 大哭 
39574,厉害 弯曲 身体 有着 坚毅 灵魂 
39575,
39576,我超 
39577,刷新 一下 up 粉丝 数 上 百万 
39578,热词 系列 _ 泪目 
39579,看 哭 T ﹏ T 怎么回事 平凡 却 伟大 
39580,感觉 在读 散文 ?? ?? ?? 
39581,call call call call 
39582,厉害 
39583,人 往往 都 快 死 才 发现 人生 最大 遗憾 遗憾 过去 遗憾 悲观主义 总 死 挂 嘴边 后来 怕 说 身边 人 觉得 烦 觉得 奇怪 总 死 最终 结局 放在心里 供 活下去 这句 话 感动 原因 以后 明天 要死 掉 活着 
39584,作者 文笔 一种 小学 上 语文课 感觉 很 熟悉 很 亲切 回忆起 小学 课文 里 瞎眼 养母 走 长长的 青石板路 上 二舅 坚强 人 
 二舅 很棒 作者 很棒 
39585,二舅 生不逢辰 搁 现在 混 最次 手工 创作 区 up 兼职 炒股 高手 那种 
39586,出 本书 
39587,视频 一部 电影 文字 一本 小说 二舅 一位 传奇 不幸 躯壳 下 伟大 灵魂 
39588,二舅 人生 拍 一部 电影 … … 
39589,视频 质量 真是 高 视频 看 下来 一点 刷新 up 主涨 4000 粉 包括 笑 哭 
39590,最 爱 up 终于 百万 粉 
39591,忧郁 迷茫 中 迈开 第一步 
39592,二舅 
39593,感觉 词穷 
39594,b 
39595,看到 力量 朴素 强悍 
39596,很 启发性 ?? 
39597,好 视频 不会 有人 觉得 它长 
39598,顽强 顽强 顽强 
39599,插 线板 开关 没 打开 这句 话 可太扎心 大哭 
39600,凡人 
 不 平凡 凡人 
 看到 后面 才 知道 老爷子 真 厉害 支持 支持 
39601,热词 系列 _ 三连 
39602,超 豪华 OK 歪嘴 
39603,太牛 
39604,俩 好 漂亮 
39605,活着 
39606,三刷 
39607,爱 画画 子 衿   是不是 有点 关系 脱单 doge 
39608,现代文学 究竟 不能 文字 走向 影片 
39609,
39610,想 三宋 来看 视频 
